,Scenario,Datetime,Region,Technology,Tech category,Value
62,scenario_1,2020,reg1,SFF_supply,Supply,0.0
63,scenario_1,2021,reg1,SFF_supply,Supply,0.0
64,scenario_1,2022,reg1,SFF_supply,Supply,0.0
65,scenario_1,2023,reg1,SFF_supply,Supply,0.0
66,scenario_1,2024,reg1,SFF_supply,Supply,0.0
67,scenario_1,2025,reg1,SFF_supply,Supply,0.0
68,scenario_1,2026,reg1,SFF_supply,Supply,0.0
69,scenario_1,2027,reg1,SFF_supply,Supply,0.0
70,scenario_1,2028,reg1,SFF_supply,Supply,0.0
71,scenario_1,2029,reg1,SFF_supply,Supply,0.0
72,scenario_1,2030,reg1,SFF_supply,Supply,0.0
73,scenario_1,2031,reg1,SFF_supply,Supply,0.0
74,scenario_1,2032,reg1,SFF_supply,Supply,0.0
75,scenario_1,2033,reg1,SFF_supply,Supply,0.0
76,scenario_1,2034,reg1,SFF_supply,Supply,0.0
77,scenario_1,2035,reg1,SFF_supply,Supply,0.0
78,scenario_1,2036,reg1,SFF_supply,Supply,0.0
79,scenario_1,2037,reg1,SFF_supply,Supply,0.0
80,scenario_1,2038,reg1,SFF_supply,Supply,0.0
81,scenario_1,2039,reg1,SFF_supply,Supply,0.0
82,scenario_1,2040,reg1,SFF_supply,Supply,0.0
83,scenario_1,2041,reg1,SFF_supply,Supply,0.0
84,scenario_1,2042,reg1,SFF_supply,Supply,0.0
85,scenario_1,2043,reg1,SFF_supply,Supply,0.0
86,scenario_1,2044,reg1,SFF_supply,Supply,0.0
87,scenario_1,2045,reg1,SFF_supply,Supply,0.0
88,scenario_1,2046,reg1,SFF_supply,Supply,0.0
89,scenario_1,2047,reg1,SFF_supply,Supply,0.0
90,scenario_1,2048,reg1,SFF_supply,Supply,0.0
91,scenario_1,2049,reg1,SFF_supply,Supply,0.0
92,scenario_1,2050,reg1,SFF_supply,Supply,0.0
93,scenario_1,2020,reg1,OP_supply,Supply,0.0
94,scenario_1,2021,reg1,OP_supply,Supply,0.0
95,scenario_1,2022,reg1,OP_supply,Supply,0.0
96,scenario_1,2023,reg1,OP_supply,Supply,0.0
97,scenario_1,2024,reg1,OP_supply,Supply,0.0
98,scenario_1,2025,reg1,OP_supply,Supply,0.0
99,scenario_1,2026,reg1,OP_supply,Supply,0.0
100,scenario_1,2027,reg1,OP_supply,Supply,0.0
101,scenario_1,2028,reg1,OP_supply,Supply,0.0
102,scenario_1,2029,reg1,OP_supply,Supply,0.0
103,scenario_1,2030,reg1,OP_supply,Supply,0.0
104,scenario_1,2031,reg1,OP_supply,Supply,0.0
105,scenario_1,2032,reg1,OP_supply,Supply,0.0
106,scenario_1,2033,reg1,OP_supply,Supply,0.0
107,scenario_1,2034,reg1,OP_supply,Supply,0.0
108,scenario_1,2035,reg1,OP_supply,Supply,0.0
109,scenario_1,2036,reg1,OP_supply,Supply,0.0
110,scenario_1,2037,reg1,OP_supply,Supply,0.0
111,scenario_1,2038,reg1,OP_supply,Supply,0.0
112,scenario_1,2039,reg1,OP_supply,Supply,0.0
113,scenario_1,2040,reg1,OP_supply,Supply,0.0
114,scenario_1,2041,reg1,OP_supply,Supply,0.0
115,scenario_1,2042,reg1,OP_supply,Supply,0.0
116,scenario_1,2043,reg1,OP_supply,Supply,0.0
117,scenario_1,2044,reg1,OP_supply,Supply,0.0
118,scenario_1,2045,reg1,OP_supply,Supply,0.0
119,scenario_1,2046,reg1,OP_supply,Supply,0.0
120,scenario_1,2047,reg1,OP_supply,Supply,0.0
121,scenario_1,2048,reg1,OP_supply,Supply,0.0
122,scenario_1,2049,reg1,OP_supply,Supply,0.0
123,scenario_1,2050,reg1,OP_supply,Supply,0.0
124,scenario_1,2020,reg1,BW_supply,Supply,0.0
125,scenario_1,2021,reg1,BW_supply,Supply,0.0
126,scenario_1,2022,reg1,BW_supply,Supply,0.0
127,scenario_1,2023,reg1,BW_supply,Supply,0.0
128,scenario_1,2024,reg1,BW_supply,Supply,0.0
129,scenario_1,2025,reg1,BW_supply,Supply,0.0
130,scenario_1,2026,reg1,BW_supply,Supply,0.0
131,scenario_1,2027,reg1,BW_supply,Supply,0.0
132,scenario_1,2028,reg1,BW_supply,Supply,0.0
133,scenario_1,2029,reg1,BW_supply,Supply,0.0
134,scenario_1,2030,reg1,BW_supply,Supply,0.0
135,scenario_1,2031,reg1,BW_supply,Supply,0.0
136,scenario_1,2032,reg1,BW_supply,Supply,0.0
137,scenario_1,2033,reg1,BW_supply,Supply,0.0
138,scenario_1,2034,reg1,BW_supply,Supply,0.0
139,scenario_1,2035,reg1,BW_supply,Supply,0.0
140,scenario_1,2036,reg1,BW_supply,Supply,0.0
141,scenario_1,2037,reg1,BW_supply,Supply,0.0
142,scenario_1,2038,reg1,BW_supply,Supply,0.0
143,scenario_1,2039,reg1,BW_supply,Supply,0.0
144,scenario_1,2040,reg1,BW_supply,Supply,0.0
145,scenario_1,2041,reg1,BW_supply,Supply,0.0
146,scenario_1,2042,reg1,BW_supply,Supply,0.0
147,scenario_1,2043,reg1,BW_supply,Supply,0.0
148,scenario_1,2044,reg1,BW_supply,Supply,0.0
149,scenario_1,2045,reg1,BW_supply,Supply,0.0
150,scenario_1,2046,reg1,BW_supply,Supply,0.0
151,scenario_1,2047,reg1,BW_supply,Supply,0.0
152,scenario_1,2048,reg1,BW_supply,Supply,0.0
153,scenario_1,2049,reg1,BW_supply,Supply,0.0
154,scenario_1,2050,reg1,BW_supply,Supply,0.0
155,scenario_1,2020,reg1,Geo_PP,Supply,0.0536499999999999
156,scenario_1,2021,reg1,Geo_PP,Supply,0.0536499999999999
157,scenario_1,2022,reg1,Geo_PP,Supply,0.0536499999999999
158,scenario_1,2023,reg1,Geo_PP,Supply,0.0536499999999999
159,scenario_1,2024,reg1,Geo_PP,Supply,0.05365
160,scenario_1,2025,reg1,Geo_PP,Supply,0.0494500000000001
161,scenario_1,2026,reg1,Geo_PP,Supply,0.0494499999999999
162,scenario_1,2027,reg1,Geo_PP,Supply,0.0494499999999999
163,scenario_1,2028,reg1,Geo_PP,Supply,0.0494499999999999
164,scenario_1,2029,reg1,Geo_PP,Supply,0.0494499999999998
165,scenario_1,2030,reg1,Geo_PP,Supply,0.0434499999999999
166,scenario_1,2031,reg1,Geo_PP,Supply,0.0434499999999999
167,scenario_1,2032,reg1,Geo_PP,Supply,0.0434500000000001
168,scenario_1,2033,reg1,Geo_PP,Supply,0.0434499999999999
169,scenario_1,2034,reg1,Geo_PP,Supply,0.0434499999999999
170,scenario_1,2035,reg1,Geo_PP,Supply,0.0434499999999999
171,scenario_1,2036,reg1,Geo_PP,Supply,0.0434499999999999
172,scenario_1,2037,reg1,Geo_PP,Supply,0.0434499999999999
173,scenario_1,2038,reg1,Geo_PP,Supply,0.0434499999999999
174,scenario_1,2039,reg1,Geo_PP,Supply,0.0434499999999997
175,scenario_1,2040,reg1,Geo_PP,Supply,0.0
176,scenario_1,2041,reg1,Geo_PP,Supply,0.0
177,scenario_1,2042,reg1,Geo_PP,Supply,0.0
178,scenario_1,2043,reg1,Geo_PP,Supply,0.0
179,scenario_1,2044,reg1,Geo_PP,Supply,0.0
180,scenario_1,2045,reg1,Geo_PP,Supply,0.0
181,scenario_1,2046,reg1,Geo_PP,Supply,0.0
182,scenario_1,2047,reg1,Geo_PP,Supply,0.0
183,scenario_1,2048,reg1,Geo_PP,Supply,0.0
184,scenario_1,2049,reg1,Geo_PP,Supply,0.0
185,scenario_1,2050,reg1,Geo_PP,Supply,0.0
186,scenario_1,2020,reg1,Solar_PV_PP,Supply,4.171575190718556
187,scenario_1,2021,reg1,Solar_PV_PP,Supply,5.0
188,scenario_1,2022,reg1,Solar_PV_PP,Supply,0.0
189,scenario_1,2023,reg1,Solar_PV_PP,Supply,0.0
190,scenario_1,2024,reg1,Solar_PV_PP,Supply,4.838424809281442
191,scenario_1,2025,reg1,Solar_PV_PP,Supply,5.0
192,scenario_1,2026,reg1,Solar_PV_PP,Supply,5.0
193,scenario_1,2027,reg1,Solar_PV_PP,Supply,5.0
194,scenario_1,2028,reg1,Solar_PV_PP,Supply,5.0
195,scenario_1,2029,reg1,Solar_PV_PP,Supply,5.0
196,scenario_1,2030,reg1,Solar_PV_PP,Supply,0.8659999999999997
197,scenario_1,2031,reg1,Solar_PV_PP,Supply,0.8659999999999997
198,scenario_1,2032,reg1,Solar_PV_PP,Supply,0.8659999999999997
199,scenario_1,2033,reg1,Solar_PV_PP,Supply,0.8659999999999997
200,scenario_1,2034,reg1,Solar_PV_PP,Supply,0.8659999999999997
201,scenario_1,2035,reg1,Solar_PV_PP,Supply,0.8659999999999997
202,scenario_1,2036,reg1,Solar_PV_PP,Supply,0.8659999999999997
203,scenario_1,2037,reg1,Solar_PV_PP,Supply,0.8659999999999997
204,scenario_1,2038,reg1,Solar_PV_PP,Supply,0.8659999999999997
205,scenario_1,2039,reg1,Solar_PV_PP,Supply,0.8659999999999997
206,scenario_1,2040,reg1,Solar_PV_PP,Supply,0.8659999999999997
207,scenario_1,2041,reg1,Solar_PV_PP,Supply,0.8659999999999997
208,scenario_1,2042,reg1,Solar_PV_PP,Supply,0.8659999999999997
209,scenario_1,2043,reg1,Solar_PV_PP,Supply,0.8659999999999997
210,scenario_1,2044,reg1,Solar_PV_PP,Supply,0.8659999999999997
211,scenario_1,2045,reg1,Solar_PV_PP,Supply,4.171575190718563
212,scenario_1,2046,reg1,Solar_PV_PP,Supply,5.0
213,scenario_1,2047,reg1,Solar_PV_PP,Supply,0.0
214,scenario_1,2048,reg1,Solar_PV_PP,Supply,4.838424809281442
215,scenario_1,2049,reg1,Solar_PV_PP,Supply,0.0
216,scenario_1,2050,reg1,Solar_PV_PP,Supply,0.0
217,scenario_1,2020,reg1,Wind_PP,Supply,1.559409999999998
218,scenario_1,2021,reg1,Wind_PP,Supply,1.5594099999999995
219,scenario_1,2022,reg1,Wind_PP,Supply,1.5594099999999995
220,scenario_1,2023,reg1,Wind_PP,Supply,1.5594099999999995
221,scenario_1,2024,reg1,Wind_PP,Supply,1.5594100000000015
222,scenario_1,2025,reg1,Wind_PP,Supply,1.2135300000000022
223,scenario_1,2026,reg1,Wind_PP,Supply,1.2135300000000022
224,scenario_1,2027,reg1,Wind_PP,Supply,1.2135300000000022
225,scenario_1,2028,reg1,Wind_PP,Supply,1.2135300000000004
226,scenario_1,2029,reg1,Wind_PP,Supply,1.2135299999999951
227,scenario_1,2030,reg1,Wind_PP,Supply,0.5435299999999987
228,scenario_1,2031,reg1,Wind_PP,Supply,0.5435300000000005
229,scenario_1,2032,reg1,Wind_PP,Supply,0.5435300000000005
230,scenario_1,2033,reg1,Wind_PP,Supply,0.5435300000000005
231,scenario_1,2034,reg1,Wind_PP,Supply,0.5435300000000005
232,scenario_1,2035,reg1,Wind_PP,Supply,0.5435300000000005
233,scenario_1,2036,reg1,Wind_PP,Supply,0.5435299999999952
234,scenario_1,2037,reg1,Wind_PP,Supply,0.5435300000000041
235,scenario_1,2038,reg1,Wind_PP,Supply,0.543529999999997
236,scenario_1,2039,reg1,Wind_PP,Supply,0.5435300000000041
237,scenario_1,2040,reg1,Wind_PP,Supply,0.0
238,scenario_1,2041,reg1,Wind_PP,Supply,0.0
239,scenario_1,2042,reg1,Wind_PP,Supply,0.0
240,scenario_1,2043,reg1,Wind_PP,Supply,0.0
241,scenario_1,2044,reg1,Wind_PP,Supply,0.0
242,scenario_1,2045,reg1,Wind_PP,Supply,1.5594099999999962
243,scenario_1,2046,reg1,Wind_PP,Supply,1.5594099999999995
244,scenario_1,2047,reg1,Wind_PP,Supply,1.559409999999998
245,scenario_1,2048,reg1,Wind_PP,Supply,1.5594099999999995
246,scenario_1,2049,reg1,Wind_PP,Supply,1.5594100000000033
247,scenario_1,2050,reg1,Wind_PP,Supply,0.0
248,scenario_1,2020,reg1,Hydro_PP,Supply,0.5
249,scenario_1,2021,reg1,Hydro_PP,Supply,0.5
250,scenario_1,2022,reg1,Hydro_PP,Supply,0.3421667968515294
251,scenario_1,2023,reg1,Hydro_PP,Supply,0.4473889322838431
252,scenario_1,2024,reg1,Hydro_PP,Supply,0.4473889322838431
253,scenario_1,2025,reg1,Hydro_PP,Supply,0.4473889322838431
254,scenario_1,2026,reg1,Hydro_PP,Supply,0.4473889322838431
255,scenario_1,2027,reg1,Hydro_PP,Supply,0.4473889322838431
256,scenario_1,2028,reg1,Hydro_PP,Supply,0.4473889322838431
257,scenario_1,2029,reg1,Hydro_PP,Supply,0.4473889322838431
258,scenario_1,2030,reg1,Hydro_PP,Supply,0.4295454545454547
259,scenario_1,2031,reg1,Hydro_PP,Supply,0.4295454545454547
260,scenario_1,2032,reg1,Hydro_PP,Supply,0.4295454545454547
261,scenario_1,2033,reg1,Hydro_PP,Supply,0.4295454545454547
262,scenario_1,2034,reg1,Hydro_PP,Supply,0.4295454545454547
263,scenario_1,2035,reg1,Hydro_PP,Supply,0.4295454545454547
264,scenario_1,2036,reg1,Hydro_PP,Supply,0.4295454545454547
265,scenario_1,2037,reg1,Hydro_PP,Supply,0.4295454545454547
266,scenario_1,2038,reg1,Hydro_PP,Supply,0.4295454545454547
267,scenario_1,2039,reg1,Hydro_PP,Supply,0.4295454545454547
268,scenario_1,2040,reg1,Hydro_PP,Supply,0.4295454545454547
269,scenario_1,2041,reg1,Hydro_PP,Supply,0.4295454545454547
270,scenario_1,2042,reg1,Hydro_PP,Supply,0.4295454545454547
271,scenario_1,2043,reg1,Hydro_PP,Supply,0.5
272,scenario_1,2044,reg1,Hydro_PP,Supply,0.5
273,scenario_1,2045,reg1,Hydro_PP,Supply,0.5
274,scenario_1,2046,reg1,Hydro_PP,Supply,0.2181818181818187
275,scenario_1,2047,reg1,Hydro_PP,Supply,0.4295454545454547
276,scenario_1,2048,reg1,Hydro_PP,Supply,0.4295454545454547
277,scenario_1,2049,reg1,Hydro_PP,Supply,0.4295454545454511
278,scenario_1,2050,reg1,Hydro_PP,Supply,0.0
279,scenario_1,2020,reg1,Pump_hydro_PP,Supply,0.5
280,scenario_1,2021,reg1,Pump_hydro_PP,Supply,0.5
281,scenario_1,2022,reg1,Pump_hydro_PP,Supply,0.5
282,scenario_1,2023,reg1,Pump_hydro_PP,Supply,0.5
283,scenario_1,2024,reg1,Pump_hydro_PP,Supply,0.5
284,scenario_1,2025,reg1,Pump_hydro_PP,Supply,0.5
285,scenario_1,2026,reg1,Pump_hydro_PP,Supply,0.5
286,scenario_1,2027,reg1,Pump_hydro_PP,Supply,0.5
287,scenario_1,2028,reg1,Pump_hydro_PP,Supply,0.5
288,scenario_1,2029,reg1,Pump_hydro_PP,Supply,0.5
289,scenario_1,2030,reg1,Pump_hydro_PP,Supply,0.5
290,scenario_1,2031,reg1,Pump_hydro_PP,Supply,0.5
291,scenario_1,2032,reg1,Pump_hydro_PP,Supply,0.5
292,scenario_1,2033,reg1,Pump_hydro_PP,Supply,0.2927272727272703
293,scenario_1,2034,reg1,Pump_hydro_PP,Supply,0.2004545454545452
294,scenario_1,2035,reg1,Pump_hydro_PP,Supply,0.2004545454545452
295,scenario_1,2036,reg1,Pump_hydro_PP,Supply,0.2004545454545452
296,scenario_1,2037,reg1,Pump_hydro_PP,Supply,0.2004545454545452
297,scenario_1,2038,reg1,Pump_hydro_PP,Supply,0.2004545454545452
298,scenario_1,2039,reg1,Pump_hydro_PP,Supply,0.2004545454545452
299,scenario_1,2040,reg1,Pump_hydro_PP,Supply,0.2004545454545452
300,scenario_1,2041,reg1,Pump_hydro_PP,Supply,0.2004545454545461
301,scenario_1,2042,reg1,Pump_hydro_PP,Supply,0.2004545454545443
302,scenario_1,2043,reg1,Pump_hydro_PP,Supply,0.2004545454545461
303,scenario_1,2044,reg1,Pump_hydro_PP,Supply,0.2004545454545461
304,scenario_1,2045,reg1,Pump_hydro_PP,Supply,0.2004545454545443
305,scenario_1,2046,reg1,Pump_hydro_PP,Supply,0.2004545454545461
306,scenario_1,2047,reg1,Pump_hydro_PP,Supply,0.2004545454545443
307,scenario_1,2048,reg1,Pump_hydro_PP,Supply,0.2004545454545461
308,scenario_1,2049,reg1,Pump_hydro_PP,Supply,0.2004545454545496
309,scenario_1,2050,reg1,Pump_hydro_PP,Supply,0.0
310,scenario_1,2020,reg1,Electricity_imports,Supply,0.0
311,scenario_1,2021,reg1,Electricity_imports,Supply,0.0
312,scenario_1,2022,reg1,Electricity_imports,Supply,0.0
313,scenario_1,2023,reg1,Electricity_imports,Supply,0.0
314,scenario_1,2024,reg1,Electricity_imports,Supply,0.0
315,scenario_1,2025,reg1,Electricity_imports,Supply,0.0
316,scenario_1,2026,reg1,Electricity_imports,Supply,0.0
317,scenario_1,2027,reg1,Electricity_imports,Supply,0.0
318,scenario_1,2028,reg1,Electricity_imports,Supply,0.0
319,scenario_1,2029,reg1,Electricity_imports,Supply,0.0
320,scenario_1,2030,reg1,Electricity_imports,Supply,0.0
321,scenario_1,2031,reg1,Electricity_imports,Supply,0.0
322,scenario_1,2032,reg1,Electricity_imports,Supply,0.0
323,scenario_1,2033,reg1,Electricity_imports,Supply,0.0
324,scenario_1,2034,reg1,Electricity_imports,Supply,0.0
325,scenario_1,2035,reg1,Electricity_imports,Supply,0.0
326,scenario_1,2036,reg1,Electricity_imports,Supply,0.0
327,scenario_1,2037,reg1,Electricity_imports,Supply,0.0
328,scenario_1,2038,reg1,Electricity_imports,Supply,0.0
329,scenario_1,2039,reg1,Electricity_imports,Supply,0.0
330,scenario_1,2040,reg1,Electricity_imports,Supply,0.0
331,scenario_1,2041,reg1,Electricity_imports,Supply,0.0
332,scenario_1,2042,reg1,Electricity_imports,Supply,0.0
333,scenario_1,2043,reg1,Electricity_imports,Supply,0.0
334,scenario_1,2044,reg1,Electricity_imports,Supply,0.0
335,scenario_1,2045,reg1,Electricity_imports,Supply,0.0
336,scenario_1,2046,reg1,Electricity_imports,Supply,0.0
337,scenario_1,2047,reg1,Electricity_imports,Supply,0.0
338,scenario_1,2048,reg1,Electricity_imports,Supply,0.0
339,scenario_1,2049,reg1,Electricity_imports,Supply,0.0
340,scenario_1,2050,reg1,Electricity_imports,Supply,0.0
341,scenario_1,2020,reg1,Pump_hydro_ST,Storage,0.6384909090909092
342,scenario_1,2021,reg1,Pump_hydro_ST,Storage,0.6384909090909092
343,scenario_1,2022,reg1,Pump_hydro_ST,Storage,0.6384909090909092
344,scenario_1,2023,reg1,Pump_hydro_ST,Storage,0.6384909090909092
345,scenario_1,2024,reg1,Pump_hydro_ST,Storage,0.6384909090909083
346,scenario_1,2025,reg1,Pump_hydro_ST,Storage,0.6384909090909092
347,scenario_1,2026,reg1,Pump_hydro_ST,Storage,0.6384909090909092
348,scenario_1,2027,reg1,Pump_hydro_ST,Storage,0.6384909090909092
349,scenario_1,2028,reg1,Pump_hydro_ST,Storage,0.6384909090909092
350,scenario_1,2029,reg1,Pump_hydro_ST,Storage,0.6384909090909074
351,scenario_1,2030,reg1,Pump_hydro_ST,Storage,0.2004545454545452
352,scenario_1,2031,reg1,Pump_hydro_ST,Storage,0.2004545454545452
353,scenario_1,2032,reg1,Pump_hydro_ST,Storage,0.2004545454545452
354,scenario_1,2033,reg1,Pump_hydro_ST,Storage,0.2004545454545452
355,scenario_1,2034,reg1,Pump_hydro_ST,Storage,0.2004545454545452
356,scenario_1,2035,reg1,Pump_hydro_ST,Storage,0.2004545454545452
357,scenario_1,2036,reg1,Pump_hydro_ST,Storage,0.2004545454545452
358,scenario_1,2037,reg1,Pump_hydro_ST,Storage,0.2004545454545452
359,scenario_1,2038,reg1,Pump_hydro_ST,Storage,0.2004545454545452
360,scenario_1,2039,reg1,Pump_hydro_ST,Storage,0.2004545454545443
361,scenario_1,2040,reg1,Pump_hydro_ST,Storage,0.2004545454545461
362,scenario_1,2041,reg1,Pump_hydro_ST,Storage,0.200454545454547
363,scenario_1,2042,reg1,Pump_hydro_ST,Storage,0.6036363636363662
364,scenario_1,2043,reg1,Pump_hydro_ST,Storage,1.0
365,scenario_1,2044,reg1,Pump_hydro_ST,Storage,0.0
366,scenario_1,2045,reg1,Pump_hydro_ST,Storage,0.0
367,scenario_1,2046,reg1,Pump_hydro_ST,Storage,0.0
368,scenario_1,2047,reg1,Pump_hydro_ST,Storage,0.0
369,scenario_1,2048,reg1,Pump_hydro_ST,Storage,0.0
370,scenario_1,2049,reg1,Pump_hydro_ST,Storage,0.0
371,scenario_1,2050,reg1,Pump_hydro_ST,Storage,0.0
372,scenario_1,2020,reg1,Electrochemical_ST,Storage,0.607
373,scenario_1,2021,reg1,Electrochemical_ST,Storage,0.607
374,scenario_1,2022,reg1,Electrochemical_ST,Storage,0.607
375,scenario_1,2023,reg1,Electrochemical_ST,Storage,0.607
376,scenario_1,2024,reg1,Electrochemical_ST,Storage,0.607
377,scenario_1,2025,reg1,Electrochemical_ST,Storage,0.8999999999999999
378,scenario_1,2026,reg1,Electrochemical_ST,Storage,0.8999999999999992
379,scenario_1,2027,reg1,Electrochemical_ST,Storage,0.9000000000000001
380,scenario_1,2028,reg1,Electrochemical_ST,Storage,0.9000000000000004
381,scenario_1,2029,reg1,Electrochemical_ST,Storage,0.8999999999999997
382,scenario_1,2030,reg1,Electrochemical_ST,Storage,0.6069999999999991
383,scenario_1,2031,reg1,Electrochemical_ST,Storage,0.6070000000000011
384,scenario_1,2032,reg1,Electrochemical_ST,Storage,0.6069999999999993
385,scenario_1,2033,reg1,Electrochemical_ST,Storage,0.6070000000000013
386,scenario_1,2034,reg1,Electrochemical_ST,Storage,0.6069999999999991
387,scenario_1,2035,reg1,Electrochemical_ST,Storage,0.9000000000000004
388,scenario_1,2036,reg1,Electrochemical_ST,Storage,0.8999999999999997
389,scenario_1,2037,reg1,Electrochemical_ST,Storage,0.9000000000000001
390,scenario_1,2038,reg1,Electrochemical_ST,Storage,0.9000000000000004
391,scenario_1,2039,reg1,Electrochemical_ST,Storage,0.8999999999999997
392,scenario_1,2040,reg1,Electrochemical_ST,Storage,0.6069999999999991
393,scenario_1,2041,reg1,Electrochemical_ST,Storage,0.6070000000000011
394,scenario_1,2042,reg1,Electrochemical_ST,Storage,0.6069999999999993
395,scenario_1,2043,reg1,Electrochemical_ST,Storage,0.9071622395752788
396,scenario_1,2044,reg1,Electrochemical_ST,Storage,1.0
397,scenario_1,2045,reg1,Electrochemical_ST,Storage,0.2776061280328417
398,scenario_1,2046,reg1,Electrochemical_ST,Storage,0.8292316323916253
399,scenario_1,2047,reg1,Electrochemical_ST,Storage,0.9000000000002548
400,scenario_1,2048,reg1,Electrochemical_ST,Storage,0.9000000000000004
401,scenario_1,2049,reg1,Electrochemical_ST,Storage,0.8999999999999995
402,scenario_1,2050,reg1,Electrochemical_ST,Storage,0.0
403,scenario_1,2020,reg1,SMR,Conversion,0.0769400806459273
404,scenario_1,2021,reg1,SMR,Conversion,0.1592223525891461
405,scenario_1,2022,reg1,SMR,Conversion,0.2415046245323246
406,scenario_1,2023,reg1,SMR,Conversion,0.3237868964755037
407,scenario_1,2024,reg1,SMR,Conversion,0.4060691684186821
408,scenario_1,2025,reg1,SMR,Conversion,0.4883514403618612
409,scenario_1,2026,reg1,SMR,Conversion,0.5706337123050389
410,scenario_1,2027,reg1,SMR,Conversion,0.6529159842482211
411,scenario_1,2028,reg1,SMR,Conversion,0.7351982561913948
412,scenario_1,2029,reg1,SMR,Conversion,0.8174805281345756
413,scenario_1,2030,reg1,SMR,Conversion,0.8997628000777491
414,scenario_1,2031,reg1,SMR,Conversion,0.9820450720209416
415,scenario_1,2032,reg1,SMR,Conversion,1.0643273439641048
416,scenario_1,2033,reg1,SMR,Conversion,1.1466096159072905
417,scenario_1,2034,reg1,SMR,Conversion,1.2288918878504758
418,scenario_1,2035,reg1,SMR,Conversion,1.3111741597936426
419,scenario_1,2036,reg1,SMR,Conversion,1.393456431736829
420,scenario_1,2037,reg1,SMR,Conversion,1.4757387036799905
421,scenario_1,2038,reg1,SMR,Conversion,1.5580209756231804
422,scenario_1,2039,reg1,SMR,Conversion,1.6403032475663606
423,scenario_1,2040,reg1,SMR,Conversion,1.7225855195095674
